"nr","framing","shape","color","fix_cross_time","outcome","correct_response","given_response","accuracy","feedback","rt","trial_nr","order_per_8","age","gender","colorblind","times_instructions_read","first_framing","was_first_exp"
113,"incongruent","triangles","yellow",1.154,"reward","Go","Go",1,"10",0.336490399999093,67,2,18,"Female","0",1,"incongruent",1
113,"incongruent","triangles","yellow",1.208,"reward","Go","Go",1,"10",0.582143499999802,68,6,18,"Female","0",1,"incongruent",1
113,"incongruent","circles","pink",0.934,"punishment","NoGo","NoGo",1,"-1",NA,69,3,18,"Female","0",1,"incongruent",1
113,"incongruent","circles","yellow",1.237,"reward","NoGo","NoGo",1,"10",NA,70,1,18,"Female","0",1,"incongruent",1
113,"incongruent","triangles","pink",0.856,"punishment","Go","Go",1,"-1",0.653478199999881,71,4,18,"Female","0",1,"incongruent",1
113,"incongruent","circles","yellow",0.94,"reward","NoGo","NoGo",1,"10",NA,72,1,18,"Female","0",1,"incongruent",1
113,"incongruent","triangles","yellow",1.232,"reward","Go","Go",1,"10",0.348802100001194,73,2,18,"Female","0",1,"incongruent",1
113,"incongruent","circles","pink",1.224,"punishment","NoGo","NoGo",1,"-1",NA,74,7,18,"Female","0",1,"incongruent",1
113,"incongruent","triangles","pink",1.099,"punishment","Go","Go",1,"-1",0.546190200000638,75,8,18,"Female","0",1,"incongruent",1
113,"incongruent","circles","pink",0.993,"punishment","NoGo","NoGo",1,"-1",NA,76,3,18,"Female","0",1,"incongruent",1
113,"incongruent","triangles","yellow",0.896,"reward","Go","Go",1,"10",0.48956360000011,77,6,18,"Female","0",1,"incongruent",1
113,"incongruent","triangles","pink",1.189,"punishment","Go","Go",1,"-1",0.569401000000653,78,4,18,"Female","0",1,"incongruent",1
113,"incongruent","circles","yellow",0.908,"reward","NoGo","NoGo",1,"10",NA,79,5,18,"Female","0",1,"incongruent",1
113,"incongruent","triangles","pink",0.756,"punishment","Go","Go",1,"-1",0.504734899999676,80,8,18,"Female","0",1,"incongruent",1
113,"incongruent","triangles","yellow",0.891,"reward","Go","Go",1,"10",0.660673099999258,81,6,18,"Female","0",1,"incongruent",1
113,"incongruent","circles","yellow",1.196,"reward","NoGo","NoGo",1,"10",NA,82,1,18,"Female","0",1,"incongruent",1
113,"incongruent","circles","yellow",1.006,"reward","NoGo","NoGo",1,"10",NA,83,5,18,"Female","0",1,"incongruent",1
113,"incongruent","circles","pink",0.821,"punishment","NoGo","NoGo",1,"-1",NA,84,7,18,"Female","0",1,"incongruent",1
113,"incongruent","circles","pink",1.158,"punishment","NoGo","NoGo",1,"-1",NA,85,3,18,"Female","0",1,"incongruent",1
113,"incongruent","triangles","yellow",0.804,"reward","Go","Go",1,"10",0.464779699999781,86,2,18,"Female","0",1,"incongruent",1
113,"incongruent","triangles","pink",1.172,"punishment","Go","Go",1,"-1",0.403658499999437,87,4,18,"Female","0",1,"incongruent",1
113,"incongruent","triangles","pink",0.943,"punishment","Go","Go",1,"-1",0.432925999999497,88,8,18,"Female","0",1,"incongruent",1
113,"incongruent","circles","pink",1.062,"punishment","NoGo","NoGo",1,"-1",NA,89,3,18,"Female","0",1,"incongruent",1
113,"incongruent","triangles","yellow",1.195,"reward","Go","Go",1,"10",0.466803000001164,90,6,18,"Female","0",1,"incongruent",1
113,"incongruent","circles","pink",0.962,"punishment","NoGo","NoGo",1,"-1",NA,91,7,18,"Female","0",1,"incongruent",1
113,"incongruent","triangles","yellow",0.844,"reward","Go","Go",1,"10",0.550810299999284,92,2,18,"Female","0",1,"incongruent",1
113,"incongruent","triangles","pink",1.117,"punishment","Go","Go",1,"-1",0.482135399999606,93,4,18,"Female","0",1,"incongruent",1
113,"incongruent","circles","yellow",0.754,"reward","NoGo","NoGo",1,"10",NA,94,5,18,"Female","0",1,"incongruent",1
113,"incongruent","circles","yellow",0.993,"reward","NoGo","NoGo",1,"10",NA,95,1,18,"Female","0",1,"incongruent",1
113,"incongruent","triangles","yellow",0.832,"reward","Go","Go",1,"10",0.961971299999277,96,6,18,"Female","0",1,"incongruent",1
113,"incongruent","triangles","pink",1.078,"punishment","Go","Go",1,"-1",0.341111300000193,97,8,18,"Female","0",1,"incongruent",1
113,"incongruent","circles","pink",1.029,"punishment","NoGo","NoGo",1,"-1",NA,98,3,18,"Female","0",1,"incongruent",1
113,"incongruent","circles","yellow",0.833,"reward","NoGo","NoGo",1,"10",NA,99,1,18,"Female","0",1,"incongruent",1
113,"incongruent","circles","yellow",0.768,"reward","NoGo","NoGo",1,"10",NA,100,5,18,"Female","0",1,"incongruent",1
113,"incongruent","triangles","yellow",1.08,"reward","Go","Go",1,"10",0.415933000000223,101,2,18,"Female","0",1,"incongruent",1
113,"incongruent","circles","pink",0.762,"punishment","NoGo","NoGo",1,"-1",NA,102,7,18,"Female","0",1,"incongruent",1
113,"incongruent","triangles","pink",0.88,"punishment","Go","Go",1,"-1",0.448406800000157,103,4,18,"Female","0",1,"incongruent",1
113,"incongruent","circles","pink",1.146,"punishment","NoGo","NoGo",1,"-1",NA,104,7,18,"Female","0",1,"incongruent",1
113,"incongruent","triangles","pink",0.782,"punishment","Go","Go",1,"-1",0.670224999999846,105,8,18,"Female","0",1,"incongruent",1
113,"incongruent","circles","yellow",0.987,"reward","NoGo","NoGo",1,"10",NA,106,1,18,"Female","0",1,"incongruent",1
113,"incongruent","triangles","yellow",0.777,"reward","Go","Go",1,"10",0.548389400000815,107,6,18,"Female","0",1,"incongruent",1
113,"incongruent","triangles","pink",0.949,"punishment","Go","Go",1,"-1",0.572878700000729,108,4,18,"Female","0",1,"incongruent",1
113,"incongruent","circles","pink",1.02,"punishment","NoGo","NoGo",1,"-1",NA,109,3,18,"Female","0",1,"incongruent",1
113,"incongruent","triangles","yellow",1.126,"reward","Go","Go",1,"10",0.499655899999198,110,2,18,"Female","0",1,"incongruent",1
113,"incongruent","circles","yellow",1.225,"reward","NoGo","NoGo",1,"10",NA,111,5,18,"Female","0",1,"incongruent",1
113,"incongruent","triangles","yellow",0.946,"reward","Go","Go",1,"10",0.34986790000039,112,2,18,"Female","0",1,"incongruent",1
113,"incongruent","circles","yellow",1.054,"reward","NoGo","NoGo",1,"10",NA,113,1,18,"Female","0",1,"incongruent",1
113,"incongruent","triangles","yellow",1.001,"reward","Go","Go",1,"10",0.508225300000049,114,6,18,"Female","0",1,"incongruent",1
113,"incongruent","circles","pink",0.993,"punishment","NoGo","NoGo",1,"-1",NA,115,7,18,"Female","0",1,"incongruent",1
113,"incongruent","circles","yellow",1.088,"reward","NoGo","NoGo",1,"10",NA,116,5,18,"Female","0",1,"incongruent",1
113,"incongruent","circles","pink",1.017,"punishment","NoGo","NoGo",1,"-1",NA,117,3,18,"Female","0",1,"incongruent",1
113,"incongruent","triangles","pink",1.204,"punishment","Go","Go",1,"-1",0.370970500000112,118,4,18,"Female","0",1,"incongruent",1
113,"incongruent","triangles","pink",0.999,"punishment","Go","Go",1,"-1",0.623650100000305,119,8,18,"Female","0",1,"incongruent",1
113,"incongruent","triangles","pink",1.024,"punishment","Go","Go",1,"-1",0.398063500000717,120,8,18,"Female","0",1,"incongruent",1
113,"incongruent","circles","yellow",0.992,"reward","NoGo","NoGo",1,"10",NA,121,1,18,"Female","0",1,"incongruent",1
113,"incongruent","triangles","yellow",0.962,"reward","Go","Go",1,"10",0.449084900001253,122,2,18,"Female","0",1,"incongruent",1
113,"incongruent","triangles","yellow",0.981,"reward","Go","Go",1,"10",0.570995699999912,123,6,18,"Female","0",1,"incongruent",1
113,"incongruent","triangles","pink",0.904,"punishment","Go","Go",1,"-1",0.490131999998994,124,4,18,"Female","0",1,"incongruent",1
113,"incongruent","circles","pink",1.128,"punishment","NoGo","NoGo",1,"-1",NA,125,3,18,"Female","0",1,"incongruent",1
113,"incongruent","circles","pink",0.978,"punishment","NoGo","NoGo",1,"-1",NA,126,7,18,"Female","0",1,"incongruent",1
113,"incongruent","circles","yellow",1.196,"reward","NoGo","NoGo",1,"10",NA,127,5,18,"Female","0",1,"incongruent",1
113,"incongruent","triangles","yellow",1.183,"reward","Go","Go",1,"10",0.379414400000314,128,6,18,"Female","0",1,"incongruent",1
113,"incongruent","circles","pink",0.802,"punishment","NoGo","NoGo",1,"-1",NA,129,7,18,"Female","0",1,"incongruent",1
113,"incongruent","triangles","yellow",0.874,"reward","Go","Go",1,"10",0.570182999999815,130,2,18,"Female","0",1,"incongruent",1
113,"incongruent","circles","yellow",1.2,"reward","NoGo","NoGo",1,"10",NA,131,5,18,"Female","0",1,"incongruent",1
113,"incongruent","circles","yellow",0.995,"reward","NoGo","NoGo",1,"10",NA,132,1,18,"Female","0",1,"incongruent",1
113,"incongruent","triangles","pink",1.113,"punishment","Go","Go",1,"-1",0.472675800001525,133,8,18,"Female","0",1,"incongruent",1
113,"incongruent","circles","pink",0.788,"punishment","NoGo","NoGo",1,"-1",NA,134,3,18,"Female","0",1,"incongruent",1
113,"incongruent","triangles","pink",0.825,"punishment","Go","Go",1,"-1",0.513793300000543,135,4,18,"Female","0",1,"incongruent",1
113,"incongruent","circles","pink",1.037,"punishment","NoGo","NoGo",1,"-1",NA,136,7,18,"Female","0",1,"incongruent",1
113,"incongruent","circles","pink",0.973,"punishment","NoGo","NoGo",1,"-1",NA,137,3,18,"Female","0",1,"incongruent",1
113,"incongruent","triangles","pink",1.17,"punishment","Go","Go",1,"-1",0.452390700000251,138,8,18,"Female","0",1,"incongruent",1
113,"incongruent","triangles","pink",1.044,"punishment","Go","Go",1,"-1",0.452265900001294,139,4,18,"Female","0",1,"incongruent",1
113,"incongruent","circles","yellow",1.17,"reward","NoGo","NoGo",1,"10",NA,140,1,18,"Female","0",1,"incongruent",1
113,"incongruent","triangles","yellow",0.891,"reward","Go","Go",1,"10",0.555192100000568,141,2,18,"Female","0",1,"incongruent",1
113,"incongruent","triangles","yellow",0.983,"reward","Go","Go",1,"10",0.539875099999335,142,6,18,"Female","0",1,"incongruent",1
113,"incongruent","circles","yellow",0.865,"reward","NoGo","NoGo",1,"10",NA,143,5,18,"Female","0",1,"incongruent",1
113,"incongruent","triangles","pink",1.138,"punishment","Go","Go",1,"-1",0.514077099998758,144,4,18,"Female","0",1,"incongruent",1
113,"incongruent","triangles","pink",1.19,"punishment","Go","Go",1,"-1",0.554206200000408,145,8,18,"Female","0",1,"incongruent",1
113,"incongruent","circles","pink",1.204,"punishment","NoGo","NoGo",1,"-1",NA,146,7,18,"Female","0",1,"incongruent",1
113,"incongruent","triangles","yellow",0.787,"reward","Go","Go",1,"10",0.387828700000682,147,6,18,"Female","0",1,"incongruent",1
113,"incongruent","circles","pink",0.84,"punishment","NoGo","NoGo",1,"-1",NA,148,3,18,"Female","0",1,"incongruent",1
113,"incongruent","circles","yellow",1.171,"reward","NoGo","NoGo",1,"10",NA,149,5,18,"Female","0",1,"incongruent",1
113,"incongruent","circles","yellow",0.96,"reward","NoGo","NoGo",1,"10",NA,150,1,18,"Female","0",1,"incongruent",1
113,"incongruent","triangles","yellow",0.795,"reward","Go","Go",1,"10",0.385069199999634,151,2,18,"Female","0",1,"incongruent",1
113,"incongruent","circles","pink",0.912,"punishment","NoGo","NoGo",1,"-1",NA,152,7,18,"Female","0",1,"incongruent",1
113,"incongruent","triangles","pink",1.212,"punishment","Go","Go",1,"-1",0.731019799999558,153,8,18,"Female","0",1,"incongruent",1
113,"incongruent","triangles","yellow",1.083,"reward","Go","Go",1,"10",0.375398700000005,154,2,18,"Female","0",1,"incongruent",1
113,"incongruent","circles","pink",0.818,"punishment","NoGo","NoGo",1,"-1",NA,155,3,18,"Female","0",1,"incongruent",1
113,"incongruent","circles","yellow",1.028,"reward","NoGo","NoGo",1,"10",NA,156,5,18,"Female","0",1,"incongruent",1
113,"incongruent","triangles","pink",0.9,"punishment","Go","Go",1,"-1",0.427370100000189,157,4,18,"Female","0",1,"incongruent",1
113,"incongruent","circles","yellow",1.132,"reward","NoGo","NoGo",1,"10",NA,158,1,18,"Female","0",1,"incongruent",1
113,"incongruent","triangles","yellow",0.984,"reward","Go","Go",1,"10",0.409676299999774,159,6,18,"Female","0",1,"incongruent",1
113,"congruent","stars","blue",1.087,"reward","NoGo","NoGo",1,"10",NA,0,5,18,"Female","0",1,"incongruent",1
113,"congruent","squares","purple",0.874,"punishment","Go","Go",1,"-1",0.378412899999603,1,8,18,"Female","0",1,"incongruent",1
113,"congruent","stars","purple",1.188,"punishment","NoGo","NoGo",1,"-1",NA,2,7,18,"Female","0",1,"incongruent",1
113,"congruent","stars","blue",0.781,"reward","NoGo","NoGo",1,"10",NA,3,1,18,"Female","0",1,"incongruent",1
113,"congruent","squares","blue",0.761,"reward","Go","Go",1,"10",0.399898499999836,4,6,18,"Female","0",1,"incongruent",1
113,"congruent","squares","blue",0.991,"reward","Go","Go",1,"10",0.640760000000228,5,2,18,"Female","0",1,"incongruent",1
113,"congruent","stars","purple",1.178,"punishment","NoGo","NoGo",1,"-1",NA,6,3,18,"Female","0",1,"incongruent",1
113,"congruent","squares","purple",1.053,"punishment","Go","Go",1,"-1",0.307617700000264,7,4,18,"Female","0",1,"incongruent",1
113,"congruent","stars","blue",0.961,"reward","NoGo","NoGo",1,"10",NA,8,5,18,"Female","0",1,"incongruent",1
113,"congruent","squares","blue",1.006,"reward","Go","Go",1,"10",0.491094899998643,9,2,18,"Female","0",1,"incongruent",1
113,"congruent","stars","purple",1.007,"punishment","NoGo","NoGo",1,"-1",NA,10,3,18,"Female","0",1,"incongruent",1
113,"congruent","squares","blue",1.127,"reward","Go","Go",1,"10",0.503133899999739,11,6,18,"Female","0",1,"incongruent",1
113,"congruent","squares","purple",1.138,"punishment","Go","Go",1,"-1",0.617996700000731,12,8,18,"Female","0",1,"incongruent",1
113,"congruent","stars","blue",0.796,"reward","NoGo","NoGo",1,"10",NA,13,1,18,"Female","0",1,"incongruent",1
113,"congruent","squares","purple",0.765,"punishment","Go","NoGo",0,"-10",NA,14,4,18,"Female","0",1,"incongruent",1
113,"congruent","stars","purple",0.931,"punishment","NoGo","NoGo",1,"-1",NA,15,7,18,"Female","0",1,"incongruent",1
113,"congruent","squares","purple",0.815,"punishment","Go","Go",1,"-1",0.451580100001593,16,4,18,"Female","0",1,"incongruent",1
113,"congruent","squares","blue",0.925,"reward","Go","Go",1,"10",0.373357800001031,17,6,18,"Female","0",1,"incongruent",1
113,"congruent","squares","purple",1.03,"punishment","Go","Go",1,"-1",0.430448600000091,18,8,18,"Female","0",1,"incongruent",1
113,"congruent","stars","purple",1.037,"punishment","NoGo","NoGo",1,"-1",NA,19,3,18,"Female","0",1,"incongruent",1
113,"congruent","stars","purple",0.812,"punishment","NoGo","NoGo",1,"-1",NA,20,7,18,"Female","0",1,"incongruent",1
113,"congruent","stars","blue",1.231,"reward","NoGo","NoGo",1,"10",NA,21,5,18,"Female","0",1,"incongruent",1
113,"congruent","stars","blue",1.24,"reward","NoGo","NoGo",1,"10",NA,22,1,18,"Female","0",1,"incongruent",1
113,"congruent","squares","blue",1.017,"reward","Go","Go",1,"10",0.405886700000337,23,2,18,"Female","0",1,"incongruent",1
113,"congruent","squares","purple",1.003,"punishment","Go","Go",1,"-1",0.448902000000089,24,4,18,"Female","0",1,"incongruent",1
113,"congruent","squares","purple",0.841,"punishment","Go","Go",1,"-1",0.450971500000378,25,8,18,"Female","0",1,"incongruent",1
113,"congruent","stars","purple",0.808,"punishment","NoGo","NoGo",1,"-1",NA,26,7,18,"Female","0",1,"incongruent",1
113,"congruent","stars","blue",1.048,"reward","NoGo","NoGo",1,"10",NA,27,5,18,"Female","0",1,"incongruent",1
113,"congruent","squares","blue",1.048,"reward","Go","Go",1,"10",0.406868300000497,28,6,18,"Female","0",1,"incongruent",1
113,"congruent","squares","blue",0.801,"reward","Go","Go",1,"10",0.419679799999358,29,2,18,"Female","0",1,"incongruent",1
113,"congruent","stars","blue",1.05,"reward","NoGo","NoGo",1,"10",NA,30,1,18,"Female","0",1,"incongruent",1
113,"congruent","stars","purple",1.132,"punishment","NoGo","NoGo",1,"-1",NA,31,3,18,"Female","0",1,"incongruent",1
113,"congruent","squares","blue",0.898,"reward","Go","Go",1,"10",0.486237000000983,32,2,18,"Female","0",1,"incongruent",1
113,"congruent","stars","purple",0.826,"punishment","NoGo","NoGo",1,"-1",NA,33,7,18,"Female","0",1,"incongruent",1
113,"congruent","stars","blue",1.243,"reward","NoGo","NoGo",1,"10",NA,34,1,18,"Female","0",1,"incongruent",1
113,"congruent","squares","purple",0.936,"punishment","Go","Go",1,"-1",0.44849129999966,35,4,18,"Female","0",1,"incongruent",1
113,"congruent","stars","blue",0.993,"reward","NoGo","NoGo",1,"10",NA,36,5,18,"Female","0",1,"incongruent",1
113,"congruent","stars","purple",0.988,"punishment","NoGo","NoGo",1,"-1",NA,37,3,18,"Female","0",1,"incongruent",1
113,"congruent","squares","blue",1.228,"reward","Go","Go",1,"10",0.39385460000085,38,6,18,"Female","0",1,"incongruent",1
113,"congruent","squares","purple",1.078,"punishment","Go","Go",1,"-1",0.438504499999908,39,8,18,"Female","0",1,"incongruent",1
113,"congruent","stars","purple",0.813,"punishment","NoGo","NoGo",1,"-1",NA,40,7,18,"Female","0",1,"incongruent",1
113,"congruent","stars","blue",1.023,"reward","NoGo","NoGo",1,"10",NA,41,1,18,"Female","0",1,"incongruent",1
113,"congruent","stars","purple",0.799,"punishment","NoGo","NoGo",1,"-1",NA,42,3,18,"Female","0",1,"incongruent",1
113,"congruent","squares","purple",1.204,"punishment","Go","Go",1,"-1",0.439140000000407,43,8,18,"Female","0",1,"incongruent",1
113,"congruent","squares","blue",1.016,"reward","Go","Go",1,"10",0.421179700000721,44,6,18,"Female","0",1,"incongruent",1
113,"congruent","squares","blue",0.881,"reward","Go","Go",1,"10",0.476388800001587,45,2,18,"Female","0",1,"incongruent",1
113,"congruent","squares","purple",0.93,"punishment","Go","Go",1,"-1",0.459132099998897,46,4,18,"Female","0",1,"incongruent",1
113,"congruent","stars","blue",1.024,"reward","NoGo","NoGo",1,"10",NA,47,5,18,"Female","0",1,"incongruent",1
113,"congruent","stars","blue",0.868,"reward","NoGo","NoGo",1,"10",NA,48,5,18,"Female","0",1,"incongruent",1
113,"congruent","squares","blue",0.959,"reward","Go","Go",1,"10",0.483360000000175,49,6,18,"Female","0",1,"incongruent",1
113,"congruent","stars","purple",0.868,"punishment","NoGo","NoGo",1,"-1",NA,50,3,18,"Female","0",1,"incongruent",1
113,"congruent","squares","purple",1.144,"punishment","Go","Go",1,"-1",0.431333799999265,51,4,18,"Female","0",1,"incongruent",1
113,"congruent","squares","purple",0.753,"punishment","Go","Go",1,"-1",0.495294099999228,52,8,18,"Female","0",1,"incongruent",1
113,"congruent","squares","blue",1.115,"reward","Go","Go",1,"10",0.486609100000351,53,2,18,"Female","0",1,"incongruent",1
113,"congruent","stars","purple",1.005,"punishment","NoGo","NoGo",1,"-1",NA,54,7,18,"Female","0",1,"incongruent",1
113,"congruent","stars","blue",0.916,"reward","NoGo","NoGo",1,"10",NA,55,1,18,"Female","0",1,"incongruent",1
113,"congruent","squares","purple",0.927,"punishment","Go","Go",1,"-1",0.396484500000952,56,8,18,"Female","0",1,"incongruent",1
113,"congruent","stars","purple",0.753,"punishment","NoGo","NoGo",1,"-1",NA,57,3,18,"Female","0",1,"incongruent",1
113,"congruent","stars","blue",0.97,"reward","NoGo","NoGo",1,"10",NA,58,5,18,"Female","0",1,"incongruent",1
113,"congruent","stars","blue",1.008,"reward","NoGo","NoGo",1,"10",NA,59,1,18,"Female","0",1,"incongruent",1
113,"congruent","squares","blue",0.911,"reward","Go","Go",1,"10",0.516688499999873,60,2,18,"Female","0",1,"incongruent",1
113,"congruent","squares","blue",1.034,"reward","Go","Go",1,"10",0.492652900000394,61,6,18,"Female","0",1,"incongruent",1
113,"congruent","squares","purple",0.922,"punishment","Go","Go",1,"-1",0.444357100001071,62,4,18,"Female","0",1,"incongruent",1
113,"congruent","stars","purple",0.94,"punishment","NoGo","NoGo",1,"-1",NA,63,7,18,"Female","0",1,"incongruent",1
113,"congruent","stars","purple",0.773,"punishment","NoGo","NoGo",1,"-1",NA,64,7,18,"Female","0",1,"incongruent",1
113,"congruent","stars","purple",0.925,"punishment","NoGo","NoGo",1,"-1",NA,65,3,18,"Female","0",1,"incongruent",1
113,"congruent","squares","blue",0.929,"reward","Go","Go",1,"10",0.395735500000228,66,6,18,"Female","0",1,"incongruent",1
113,"congruent","squares","purple",1.193,"punishment","Go","Go",1,"-1",0.461206500000117,67,8,18,"Female","0",1,"incongruent",1
113,"congruent","stars","blue",1.07,"reward","NoGo","NoGo",1,"10",NA,68,5,18,"Female","0",1,"incongruent",1
113,"congruent","squares","purple",1.171,"punishment","Go","Go",1,"-1",0.418716199999835,69,4,18,"Female","0",1,"incongruent",1
113,"congruent","squares","blue",0.845,"reward","Go","Go",1,"10",0.516179199999897,70,2,18,"Female","0",1,"incongruent",1
113,"congruent","stars","blue",0.834,"reward","NoGo","NoGo",1,"10",NA,71,1,18,"Female","0",1,"incongruent",1
113,"congruent","stars","blue",0.756,"reward","NoGo","NoGo",1,"10",NA,72,5,18,"Female","0",1,"incongruent",1
113,"congruent","stars","blue",0.875,"reward","NoGo","NoGo",1,"10",NA,73,1,18,"Female","0",1,"incongruent",1
113,"congruent","squares","blue",0.937,"reward","Go","Go",1,"10",0.46157779999885,74,6,18,"Female","0",1,"incongruent",1
113,"congruent","squares","blue",1.135,"reward","Go","Go",1,"10",0.507777700000588,75,2,18,"Female","0",1,"incongruent",1
113,"congruent","stars","purple",0.883,"punishment","NoGo","NoGo",1,"-1",NA,76,3,18,"Female","0",1,"incongruent",1
113,"congruent","squares","purple",1.136,"punishment","Go","Go",1,"-1",0.43990119999944,77,8,18,"Female","0",1,"incongruent",1
113,"congruent","stars","purple",0.79,"punishment","NoGo","NoGo",1,"-1",NA,78,7,18,"Female","0",1,"incongruent",1
113,"congruent","squares","purple",0.897,"punishment","Go","Go",1,"-1",0.37290480000047,79,4,18,"Female","0",1,"incongruent",1
113,"congruent","stars","blue",0.857,"reward","NoGo","NoGo",1,"10",NA,80,5,18,"Female","0",1,"incongruent",1
113,"congruent","squares","purple",1.14,"punishment","Go","Go",1,"-1",0.462065200001234,81,8,18,"Female","0",1,"incongruent",1
113,"congruent","stars","blue",1.024,"reward","NoGo","NoGo",1,"10",NA,82,1,18,"Female","0",1,"incongruent",1
113,"congruent","squares","blue",1.131,"reward","Go","Go",1,"10",0.446949799999857,83,2,18,"Female","0",1,"incongruent",1
113,"congruent","stars","purple",0.965,"punishment","NoGo","NoGo",1,"-1",NA,84,3,18,"Female","0",1,"incongruent",1
113,"congruent","squares","blue",1.054,"reward","Go","Go",1,"10",0.464725599998928,85,6,18,"Female","0",1,"incongruent",1
113,"congruent","stars","purple",1.163,"punishment","NoGo","NoGo",1,"-1",NA,86,7,18,"Female","0",1,"incongruent",1
113,"congruent","squares","purple",0.898,"punishment","Go","Go",1,"-1",0.554225699999733,87,4,18,"Female","0",1,"incongruent",1
113,"congruent","stars","blue",0.848,"reward","NoGo","NoGo",1,"10",NA,88,5,18,"Female","0",1,"incongruent",1
113,"congruent","stars","blue",0.993,"reward","NoGo","NoGo",1,"10",NA,89,1,18,"Female","0",1,"incongruent",1
113,"congruent","stars","purple",0.917,"punishment","NoGo","NoGo",1,"-1",NA,90,7,18,"Female","0",1,"incongruent",1
113,"congruent","squares","blue",0.753,"reward","Go","Go",1,"10",0.501281000000745,91,2,18,"Female","0",1,"incongruent",1
113,"congruent","squares","purple",1.184,"punishment","Go","Go",1,"-1",0.370931800000108,92,8,18,"Female","0",1,"incongruent",1
113,"congruent","squares","purple",0.785,"punishment","Go","Go",1,"-1",0.425769400000718,93,4,18,"Female","0",1,"incongruent",1
113,"congruent","stars","purple",1.087,"punishment","NoGo","NoGo",1,"-1",NA,94,3,18,"Female","0",1,"incongruent",1
113,"congruent","squares","blue",0.928,"reward","Go","Go",1,"10",0.417697999999291,95,6,18,"Female","0",1,"incongruent",1
113,"congruent","squares","purple",0.851,"punishment","Go","Go",1,"-1",0.455829300000914,96,4,18,"Female","0",1,"incongruent",1
113,"congruent","stars","blue",1.088,"reward","NoGo","NoGo",1,"10",NA,97,5,18,"Female","0",1,"incongruent",1
113,"congruent","stars","blue",0.757,"reward","NoGo","NoGo",1,"10",NA,98,1,18,"Female","0",1,"incongruent",1
113,"congruent","squares","blue",1.249,"reward","Go","Go",1,"10",0.417234100001224,99,6,18,"Female","0",1,"incongruent",1
113,"congruent","stars","purple",1.072,"punishment","NoGo","NoGo",1,"-1",NA,100,3,18,"Female","0",1,"incongruent",1
113,"congruent","stars","purple",1.012,"punishment","NoGo","NoGo",1,"-1",NA,101,7,18,"Female","0",1,"incongruent",1
113,"congruent","squares","purple",1.091,"punishment","Go","Go",1,"-1",0.324704000000565,102,8,18,"Female","0",1,"incongruent",1
113,"congruent","squares","blue",0.794,"reward","Go","Go",1,"10",0.484425600001487,103,2,18,"Female","0",1,"incongruent",1
113,"congruent","squares","blue",1.1,"reward","Go","Go",1,"10",0.431250800000271,104,6,18,"Female","0",1,"incongruent",1
113,"congruent","stars","purple",0.751,"punishment","NoGo","NoGo",1,"-1",NA,105,3,18,"Female","0",1,"incongruent",1
113,"congruent","squares","purple",0.943,"punishment","Go","Go",1,"-1",0.437017100000958,106,8,18,"Female","0",1,"incongruent",1
113,"congruent","stars","blue",1.048,"reward","NoGo","NoGo",1,"10",NA,107,1,18,"Female","0",1,"incongruent",1
113,"congruent","stars","blue",1.076,"reward","NoGo","NoGo",1,"10",NA,108,5,18,"Female","0",1,"incongruent",1
113,"congruent","squares","blue",0.885,"reward","Go","Go",1,"10",0.38224000000082,109,2,18,"Female","0",1,"incongruent",1
113,"congruent","stars","purple",1.12,"punishment","NoGo","NoGo",1,"-1",NA,110,7,18,"Female","0",1,"incongruent",1
113,"congruent","squares","purple",1.171,"punishment","Go","Go",1,"-1",0.416243800000302,111,4,18,"Female","0",1,"incongruent",1
113,"congruent","squares","purple",1.189,"punishment","Go","Go",1,"-1",0.4282658000011,112,8,18,"Female","0",1,"incongruent",1
113,"congruent","stars","purple",1.087,"punishment","NoGo","NoGo",1,"-1",NA,113,7,18,"Female","0",1,"incongruent",1
113,"congruent","stars","blue",0.777,"reward","NoGo","NoGo",1,"10",NA,114,1,18,"Female","0",1,"incongruent",1
113,"congruent","squares","blue",0.851,"reward","Go","Go",1,"10",0.450239100000545,115,6,18,"Female","0",1,"incongruent",1
113,"congruent","stars","blue",0.787,"reward","NoGo","NoGo",1,"10",NA,116,5,18,"Female","0",1,"incongruent",1
113,"congruent","stars","purple",0.848,"punishment","NoGo","NoGo",1,"-1",NA,117,3,18,"Female","0",1,"incongruent",1
113,"congruent","squares","purple",1.091,"punishment","Go","Go",1,"-1",0.422457599999689,118,4,18,"Female","0",1,"incongruent",1
113,"congruent","squares","blue",0.831,"reward","Go","Go",1,"10",0.431439699999828,119,2,18,"Female","0",1,"incongruent",1
113,"congruent","squares","blue",1.144,"reward","Go","Go",1,"10",0.536907199999405,120,2,18,"Female","0",1,"incongruent",1
113,"congruent","stars","blue",0.901,"reward","NoGo","NoGo",1,"10",NA,121,5,18,"Female","0",1,"incongruent",1
113,"congruent","squares","blue",1.053,"reward","Go","Go",1,"10",0.369496500001333,122,6,18,"Female","0",1,"incongruent",1
113,"congruent","stars","purple",0.801,"punishment","NoGo","NoGo",1,"-1",NA,123,7,18,"Female","0",1,"incongruent",1
113,"congruent","stars","purple",1.201,"punishment","NoGo","NoGo",1,"-1",NA,124,3,18,"Female","0",1,"incongruent",1
113,"congruent","stars","blue",0.997,"reward","NoGo","NoGo",1,"10",NA,125,1,18,"Female","0",1,"incongruent",1
